ID;County;Site_Name;Easting;Northing;New_Code;Sample_Date;pH;T;O(0);Eh;Alkalinity;N(-3);N(3);N(5);P;C(-4);Si;Cl;F;S(6);Na;K;Mg;Ca;Fe;Mn;B;Al;Cr;Ni;Cu;Zn;As;Cd;Sb;Ba;Pb;U;Hg;Co;Mo;Sr;Ag;Be
14123;Tipperary County Council;Toberadorah Springs;208000;149600;IE_SE_G_0131_3700_0012;05/05/20;6.7;9.90;7.22;137;210;-0.030;-0.020;31.79;nd;-2.0;5.60;20;-0.30;15;9.0;2.4;12.10;131.7;-20;-2;27;-20;6.9;-2.0;-7;-3.0;-2.5;-0.5;-2.0;153;-5.0;-5.0;-1.00;-2.0;-2.0;151;nd;-0.5
14124;Tipperary County Council;Thurles WS (Tobernaloo);210068;158326;IE_SE_G_0158_3700_0009;05/05/20;7.2;13.80;8.05;127;220;-0.030;-0.020;24.49;nd;-2.0;5.10;22;-0.30;16;10.2;2.0;20.50;121.6;-20;-2;27;-20;-1.5;-2.0;12;215.0;-2.5;-0.5;-2.0;181;-5.0;-5.0;-1.00;-2.0;-2.0;152;nd;-0.5
14125;Offaly County Council;Edenderry  Kishawanny Bridge;264619;233419;IE_EA_G_0002_2500_0006;06/05/20;7.0;10.20;0.32;112;33;-0.030;0.040;1.60;nd;3.0;12.10;21;-0.30;36;16.0;1.4;18.80;94.3;-20;109;28;-20;-1.5;-2.0;9;51.0;-2.5;-0.5;2.0;67;-5.0;-5.0;-1.00;-2.0;-2.0;418;nd;-0.5
14126;Wicklow County Council;Kerry Foods - Shillelagh;299382;167795;IE_SE_G_0011_3400_0007;06/05/20;6.4;11.90;7.76;134;39;-0.030;-0.020;15.89;0.080;3.0;9.20;24;-0.30;22;22.3;2.0;4.30;17.7;-20;-2;18;-20;-1.5;-2.0;-7;4.0;-2.5;-0.5;-2.0;6;-5.0;-5.0;-1.00;3.0;-2.0;76;nd;-0.5
14127;Offaly County Council;Walsh Island PWS (Coolagarry BH);252172;221093;IE_SE_G_0116_2500_0015;06/05/20;6.7;10.00;8.32;115;nd;-0.030;-0.020;23.59;nd;2.0;5.50;18;-0.30;15;8.4;1.1;20.90;123.3;-20;-2;20;-20;-1.5;-2.0;-7;6.0;-2.5;-0.5;4.0;21;-5.0;-5.0;-1.00;-2.0;-2.0;139;nd;-0.5
14128;Carlow County Council;Leighlinbridge WS (BH 1);268401;165250;IE_SE_G_0157_0100_0005;06/05/20;7.6;14.30;6.62;62;131;-0.030;-0.020;5.50;nd;-2.0;7.60;35;-0.30;22;18.5;0.9;18.60;66.1;-20;-2;13;25;-1.5;-2.0;-7;7.0;-2.5;-0.5;-2.0;-3;-5.0;-5.0;-1.00;-2.0;-2.0;221;nd;-0.5
14129;Carlow County Council;Baganelstown PWS (BHC);270891;161940;IE_SE_G_0160_0100_0001;06/05/20;7.3;11.00;9.59;87;160;-0.030;-0.020;43.59;nd;-2.0;8.40;21;-0.30;20;9.5;2.5;13.60;105.2;-20;-2;23;-20;-1.5;-2.0;-7;-3.0;2.7;-0.5;-2.0;8;-5.0;-5.0;-1.00;-2.0;-2.0;134;nd;-0.5
14130;Kilkenny County Council;Paulstown;266049;157289;IE_SE_G_0165_1500_0014;06/05/20;7.1;10.50;5.74;76;148;-0.030;-0.020;24.79;nd;-2.0;6.00;28;-0.30;15;12.9;2.5;10.20;101.8;-20;-2;22;-20;-1.5;-2.0;-7;-3.0;-2.5;-0.5;-2.0;7;-5.0;-5.0;-1.00;-2.0;-2.0;104;nd;-0.5
14131;Offaly County Council;Rahan Tully;227435;226608;IE_SH_G_0232_2500_0011;06/05/20;6.8;10.40;5.84;117;nd;-0.030;-0.020;20.39;nd;2.0;5.00;20;-0.30;12;8.5;1.5;15.90;127.9;-20;-2;17;-20;-1.5;-2.0;-7;22.0;-2.5;-0.5;-2.0;34;-5.0;-5.0;-1.00;-2.0;-2.0;238;nd;-0.5
14132;Louth County Council;Tullyallen;302126;277842;IE_EA_G_0010_2100_0009;07/05/20;6.9;10.70;3.01;59;151;-0.030;-0.020;35.59;nd;3.0;11.80;31;-0.30;21;15.8;1.1;22.20;71.0;-20;-2;18;-20;-1.5;-2.0;12;32.0;-2.5;-0.5;4.0;14;-5.0;-5.0;-1.00;-2.0;-2.0;195;nd;-0.5
14133;Cavan County Council;Miltown Well;234823;312195;IE_NW_G_0063_0200_0004;07/05/20;6.9;11.50;0.39;-86;143;0.220;-0.020;0.30;nd;3.0;16.10;19;0.70;411;26.4;2.3;48.20;188.6;861;13;220;-20;-1.5;-2.0;-7;6.0;-2.5;-0.5;3.0;88;-5.0;-5.0;-1.00;-2.0;-2.0;6189;nd;-0.5
14134;Wexford County Council;Kilmuckridge WS (Ballygarran);315950;141290;IE_SE_G_0025_3300_0007;11/05/20;7.7;11.00;4.03;-27;156;-0.030;-0.020;5.00;nd;-2.0;10.20;35;-0.30;26;21.8;1.7;14.70;83.8;-20;-2;26;-20;-1.5;-2.0;-7;6.0;-2.5;-0.5;-2.0;19;-5.0;-5.0;-1.00;-2.0;-2.0;263;nd;-0.5
14135;Wexford County Council;S.Wexford RWS (Ballykelly);304686;115427;IE_SE_G_0064_3300_0009;11/05/20;7.5;12.10;1.70;-118;167;0.070;-0.020;0.90;nd;-2.0;8.70;37;-0.30;22;20.5;1.7;21.60;80.9;231;299;27;-20;-1.5;-2.0;-7;-3.0;2.6;-0.5;2.0;531;-5.0;-5.0;-1.00;-2.0;-2.0;209;nd;-0.5
14136;Wexford County Council;S.Wexford RWS (Rathmackneee BH);303580;113946;IE_SE_G_0064_3300_0010;11/05/20;7.5;11.40;3.61;-181;194;0.050;-0.020;1.80;nd;-2.0;8.70;39;-0.30;22;22.7;1.5;21.90;90.6;-20;536;31;-20;-1.5;-2.0;-7;5.0;3.0;-0.5;-2.0;106;-5.0;10.0;-1.00;-2.0;-2.0;214;nd;-0.5
14137;Galway County Council;New Village NV1Shallow1;190807;244654;IE_WE_G_0006_1200_0022;11/05/20;7.0;10.00;0.55;-89;232;0.120;-0.020;-0.20;nd;9.0;15.20;23;-0.30;2;22.4;3.0;26.90;96.4;3830;945;-12;-20;-1.5;3.0;-7;-3.0;5.9;-0.5;-2.0;1653;-5.0;-5.0;-1.00;-2.0;-2.0;601;nd;-0.5
14138;Galway County Council;New Village NV2Deep;110019;244195;IE_WE_G_0006_1200_0027;11/05/20;7.3;10.00;0.53;-124;144;0.090;-0.020;-0.20;nd;3.0;13.80;30;-0.30;3;19.0;3.7;19.80;58.1;522;328;15;-20;-1.5;-2.0;-7;-3.0;-2.5;-0.5;-2.0;651;-5.0;-5.0;-1.00;-2.0;-2.0;6637;nd;-0.5
14139;Galway County Council;New Village NV3Deep;110370;243966;IE_WE_G_0006_1200_0030;11/05/20;7.4;10.10;5.87;-4;212;-0.030;-0.020;-0.20;nd;-2.0;14.40;23;-0.30;4;19.1;2.7;45.80;58.4;-20;-2;-12;-20;-1.5;2.0;-7;-3.0;5.3;-0.5;-2.0;534;-5.0;175.0;-1.00;-2.0;-2.0;1930;nd;-0.5
14140;Galway County Council;New Village NV1Shallow2;109810;244660;IE_WE_G_0006_1200_0031;11/05/20;7.6;9.50;3.73;143;198;-0.030;-0.020;0.30;nd;9.0;11.90;25;-0.30;2;22.6;3.8;20.80;90.7;-20;-2;-12;-20;-1.5;-2.0;-7;-3.0;4.8;-0.5;-2.0;2130;-5.0;137.0;-1.00;-2.0;-2.0;561;nd;-0.5
14141;Wexford County Council;Carrickbyrne WS;283270;124270;IE_SE_G_0001_3300_0002;12/05/20;6.0;11.30;7.41;-28;26;-0.030;-0.020;13.60;nd;-2.0;9.20;26;-0.30;10;16.9;1.2;5.40;9.8;-20;-2;-12;-20;-1.5;-2.0;-7;13.0;-2.5;-0.5;-2.0;6;-5.0;-5.0;-1.00;-2.0;-2.0;39;nd;-0.5
14142;Tipperary County Council;Coolnamuck;238688;121347;IE_SE_G_0030_3700_0002;12/05/20;7.0;11.70;8.08;16;118;-0.030;-0.020;9.00;0.080;73.0;6.90;12;-0.30;5;6.8;0.8;4.50;73.1;-20;-2;-12;-20;-1.5;-2.0;-7;7.0;-2.5;-0.5;-2.0;10;-5.0;-5.0;-1.00;-2.0;-2.0;86;nd;-0.5
14143;Wexford County Council;Edermine WS;297696;134419;IE_SE_G_0061_3300_0004;12/05/20;6.6;11.20;8.61;-25;39;-0.030;-0.020;25.49;nd;22.0;7.70;24;-0.30;15;14.0;1.2;9.00;20.3;-20;-2;12;-20;-1.5;-2.0;-7;9.0;-2.5;-0.5;-2.0;-3;-5.0;-5.0;-1.00;-2.0;-2.0;65;nd;-0.5
14144;Cork County Council;Dripsey DR1Shallow;147900;81360;IE_SW_G_0004_0500_0029;12/05/20;7.5;9.70;4.60;105;157;-0.030;-0.020;12.20;0.130;3.0;9.00;20;-0.30;10;20.7;44.2;10.20;58.0;-20;-2;-12;-20;-1.5;-2.0;-7;-3.0;5.6;-0.5;-2.0;74;-5.0;35.0;-1.00;-2.0;-2.0;159;nd;-0.5
14145;Cork County Council;Dripsey DR2Transition;147950;81450;IE_SW_G_0004_0500_0033;12/05/20;5.9;9.70;7.40;135;39;-0.030;-0.020;30.79;nd;5.0;2.70;34;-0.30;9;10.7;3.4;7.90;30.0;-20;4;-12;-20;-1.5;-2.0;-7;-3.0;-2.5;-0.5;-2.0;8;-5.0;14.0;-1.00;-2.0;-2.0;32;nd;-0.5
14146;Cork County Council;Dripsey DR3Transition;147910;81550;IE_SW_G_0004_0500_0036;12/05/20;5.4;9.80;0.45;136;28;-0.030;-0.020;5.10;nd;2.0;3.40;18;-0.30;15;9.2;0.4;5.90;19.7;-20;389;-12;-20;-1.5;-2.0;-7;-3.0;-2.5;-0.5;-2.0;28;-5.0;-5.0;-1.00;-2.0;-2.0;53;nd;-0.5
14147;Cork County Council;Dripsey DR3Deep;147910;81550;IE_SW_G_0004_0500_0037;12/05/20;6.8;9.70;1.16;118;120;-0.030;-0.020;-0.20;nd;-2.0;12.40;13;-0.30;5;15.4;0.9;11.20;58.1;-20;17;-12;-20;-1.5;-2.0;-7;-3.0;5.0;-0.5;-2.0;4;-5.0;-5.0;-1.00;-2.0;-2.0;105;nd;-0.5
14148;Cork County Council;Dripsey DR3Subsoil;147910;81550;IE_SW_G_0004_0500_0038;12/05/20;6.0;9.10;0.43;-81;72;1.650;-0.020;-0.20;nd;5.0;8.50;24;-0.30;8;10.9;2.3;4.00;18.9;52240;5616;-12;44;2.1;4.0;16;8.0;27.8;-0.5;-2.0;44;-5.0;-5.0;-1.00;21.0;-2.0;45;nd;-0.5
14149;Meath County Council;Mattock MK1Deep;301590;280320;IE_EA_G_0010_2300_0012;14/05/20;7.3;9.80;1.30;82;122;-0.030;-0.020;-0.20;nd;3.0;16.50;13;-0.30;13;13.4;1.6;17.20;46.3;-20;16;-12;-20;-1.5;3.0;-7;-3.0;11.2;-0.5;4.0;11;-5.0;-5.0;-1.00;-2.0;3.0;93;nd;-0.5
14150;Meath County Council;Mattock MK1Shallow;301591;280319;IE_EA_G_0010_2300_0013;14/05/20;7.1;9.50;0.37;85;117;-0.030;-0.020;-0.20;nd;3.0;14.30;26;-0.30;13;15.7;8.2;14.00;53.2;-20;-2;13;-20;-1.5;-2.0;-7;-3.0;6.6;-0.5;2.0;5;-5.0;-5.0;-1.00;-2.0;-2.0;105;nd;-0.5
14151;Meath County Council;Mattock MK2Deep;301810;280410;IE_EA_G_0010_2300_0015;14/05/20;7.4;9.90;4.17;129;123;-0.030;-0.020;14.80;nd;2.0;11.20;11;-0.30;6;15.0;0.9;21.30;47.6;-20;7;-12;-20;-1.5;-2.0;-7;-3.0;-2.5;-0.5;-2.0;12;-5.0;-5.0;-1.00;-2.0;-2.0;127;nd;-0.5
14152;Meath County Council;Mattock MK3Deep;301983;280640;IE_EA_G_0010_2300_0017;14/05/20;9.0;11.20;3.96;118;126;-0.030;-0.020;0.30;nd;3.0;11.30;17;-0.30;16;15.1;1.6;19.00;51.4;-20;6;-12;-20;-1.5;2.0;-7;-3.0;-2.5;-0.5;-2.0;-3;-5.0;-5.0;-1.00;-2.0;-2.0;147;nd;-0.5
14153;Sligo County Council;Calry;175790;338233;IE_WE_G_0042_2700_0001;18/05/20;8.3;10.50;9.68;48;124;-0.030;-0.020;1.00;nd;3.0;4.20;10;-0.30;9;8.5;0.4;8.60;74.5;-20;-2;-12;-20;-1.5;-2.0;-7;-3.0;-2.5;-0.5;-2.0;20;-5.0;-5.0;-1.00;-2.0;-2.0;486;nd;-0.5
14154;Mayo County Council;Glencastle GC2Shallow;76208;327588;IE_WE_G_0057_2200_0024;18/05/20;7.1;10.10;1.86;107;139;-0.030;-0.020;0.50;nd;4.0;14.50;54;-0.30;21;30.1;10.2;14.10;78.7;-20;-2;-12;-20;-1.5;-2.0;-7;-3.0;-2.5;-0.5;-2.0;286;-5.0;-5.0;-1.00;-2.0;2.0;279;nd;-0.5
14155;Mayo County Council;Glencastle GC2Deep;76211;327540;IE_WE_G_0057_2200_0026;18/05/20;7.9;10.50;0.31;180;78;-0.030;-0.020;-0.20;nd;-2.0;10.80;49;1.00;36;40.4;4.2;17.80;28.7;-20;-2;18;-20;-1.5;-2.0;-7;-3.0;2.5;-0.5;-2.0;79;-5.0;-5.0;-1.00;-2.0;8.0;1983;nd;-0.5
14156;Mayo County Council;Glencastle GC3Shallow;76425;27853;IE_WE_G_0057_2200_0027;18/05/20;6.8;10.30;0.60;84;167;0.050;-0.020;-0.20;nd;7.0;9.70;55;-0.30;23;38.0;3.0;37.50;57.0;-20;1284;23;-20;-1.5;-2.0;-7;-3.0;-2.5;-0.5;-2.0;24;-5.0;-5.0;-1.00;-2.0;-2.0;165;nd;-0.5
14157;Mayo County Council;Glencastle GC3Deep;76427;327849;IE_WE_G_0057_2200_0029;18/05/20;7.2;11.00;0.55;99;170;0.040;-0.020;-0.20;nd;7.0;10.80;57;-0.30;21;41.4;4.9;35.00;62.3;-20;1365;26;-20;-1.5;-2.0;-7;-3.0;-2.5;-0.5;-2.0;79;-5.0;-5.0;-1.00;-2.0;-2.0;185;nd;-0.5
14158;Donegal County Council;Gortinlieve GO1Deep;235703;417569;IE_NW_G_0051_0600_0007;19/05/20;7.0;10.70;2.63;-77;142;0.090;-0.020;-0.20;nd;9.0;18.10;36;-0.30;12;20.2;1.0;5.20;91.3;5510;2680;-12;-20;-1.5;-2.0;-7;-3.0;3.5;-0.5;-2.0;159;-5.0;-5.0;-1.00;-2.0;-2.0;470;nd;-0.5
14159;Donegal County Council;Gortinlieve GO2Shallow;235887;417104;IE_NW_G_0051_0600_0012;19/05/20;6.8;11.10;0.37;20;145;0.030;-0.020;-0.20;nd;4.0;9.90;26;-0.30;20;15.7;1.3;9.80;90.4;-20;1625;27;-20;-1.5;-2.0;7;-3.0;-2.5;-0.5;-2.0;4;-5.0;-5.0;-1.00;-2.0;-2.0;132;nd;-0.5
14160;Donegal County Council;Gortinlieve GO3Shallow;236105;416642;IE_NW_G_0051_0600_0015;19/05/20;7.5;10.10;0.87;99;128;-0.030;-0.020;0.60;nd;-2.0;11.70;25;-0.30;20;17.6;0.9;15.20;62.4;-20;-2;-12;-20;-1.5;-2.0;-7;-3.0;-2.5;-0.5;-2.0;16;-5.0;-5.0;-1.00;-2.0;-2.0;196;nd;-0.5
14161;Donegal County Council;Gortinlieve GO3Transition;236110;416643;IE_NW_G_0051_0600_0016;19/05/20;7.2;9.70;0.47;87;154;-0.030;-0.020;-0.20;nd;2.0;13.60;25;-0.30;17;16.7;1.0;20.40;82.7;-20;574;-12;-20;-1.5;-2.0;-7;-3.0;-2.5;-0.5;-2.0;17;-5.0;-5.0;-1.00;-2.0;-2.0;243;nd;-0.5
14162;Donegal County Council;Tir na League;246237;446453;IE_NW_G_0078_0600_0005;19/05/20;6.9;9.90;5.72;140;142;-0.030;-0.020;8.80;nd;-2.0;8.70;28;-0.30;19;15.0;3.3;14.70;82.8;31;-2;18;-20;-1.5;-2.0;-7;8.0;-2.5;-0.5;-2.0;6;-5.0;-5.0;-1.00;-2.0;-2.0;317;nd;-0.5
14163;Meath County Council;Killmessan (Swainstown);289091;257282;IE_EA_G_0002_2300_0006;20/05/20;6.8;11.70;5.46;642;185;-0.030;-0.020;-0.20;nd;-2.0;9.50;26;0.70;64;20.4;1.3;25.30;101.0;-20;-2;47;-20;-1.5;-2.0;30;19.0;-2.5;-0.5;-2.0;42;-5.0;-5.0;-1.00;-2.0;-2.0;2678;nd;-0.5
14164;Kildare County Council;Curragh Camp  McDonagh Well;278816;211615;IE_SE_G_0133_1400_0006;20/05/20;6.6;12.50;10.80;709;228;-0.030;-0.020;19.69;nd;-2.0;9.10;30;-0.30;18;16.3;0.6;15.20;120.0;-20;-2;26;-20;-1.5;-2.0;30;101.0;-2.5;-0.5;-2.0;38;-5.0;-5.0;-1.00;-2.0;-2.0;205;nd;-0.5
14165;Kildare County Council;Ryewater RW1Deep;296050;239540;IE_EA_G_0008_1400_0021;21/05/20;6.9;9.90;0.49;-149;162;0.450;-0.020;-0.20;nd;-2.0;17.70;17;0.50;22;19.9;3.4;19.80;76.2;58;107;90;-20;-1.5;-2.0;-7;-3.0;-2.5;-0.5;-2.0;83;-5.0;-5.0;-1.00;-2.0;-2.0;3499;nd;-0.5
14166;Meath County Council;Ryewater RW2Deep;294895;239024;IE_EA_G_0008_2300_0024;21/05/20;7.2;9.90;0.59;1;129;-0.030;-0.020;-0.20;nd;-2.0;8.80;22;1.00;39;38.7;2.9;15.90;55.7;-20;-2;124;-20;-1.5;-2.0;-7;-3.0;6.3;-0.5;-2.0;39;-5.0;-5.0;-1.00;-2.0;-2.0;1179;nd;-0.5
14167;Meath County Council;Ryewater RW2Shallow;294895;293024;IE_EA_G_0008_2300_0025;21/05/20;7.0;9.40;0.38;10;188;-0.030;-0.020;-0.20;nd;3.0;9.30;34;-0.30;25;14.1;1.1;16.80;103.8;27;36;24;-20;-1.5;2.0;-7;-3.0;-2.5;-0.5;-2.0;39;-5.0;-5.0;-1.00;-2.0;2.0;443;nd;-0.5
14168;Meath County Council;Ryewater RW3Shallow;294872;238674;IE_EA_G_0008_2300_0028;21/05/20;7.0;10.60;0.36;-112;206;0.130;-0.020;-0.20;nd;-2.0;9.50;21;0.40;39;16.2;1.4;17.90;113.6;1379;386;36;-20;-1.5;-2.0;-7;4.0;12.9;-0.5;-2.0;71;-5.0;-5.0;-1.00;-2.0;3.0;675;nd;-0.5
14169;Monaghan County Council;The Wood;267929;335904;IE_NB_G_0012_2400_0008;29/06/20;6.8;11.10;2.10;-54;200;0.160;-0.013;-0.90;-0.010;1.6;13.00;21;0.29;38;22.0;1.6;25.00;85.0;790;150;74;-2;-1.0;-1.0;-1;-1.0;1.7;0.0;-1.0;130;-0.2;0.2;-0.02;-1.0;1.2;970;nd;-1.0
14170;Monaghan County Council;Cappog Bridge;263825;335589;IE_NB_G_0013_2400_0001;29/06/20;6.8;10.80;0.70;-49;215;0.150;-0.013;-0.90;-0.010;14.0;13.00;26;0.32;21;15.0;1.4;24.00;100.0;1200;59;46;-2;-1.0;2.6;4;12.0;-1.0;0.0;-1.0;110;0.5;0.3;-0.02;-1.0;-1.0;1200;nd;-1.0
14171;Monaghan County Council;Tydavnet (PWA);257259;340427;IE_NB_G_0014_2400_0010;29/06/20;7.3;11.70;1.20;-113;192;0.390;-0.013;-0.90;-0.010;1.3;14.00;14;2.30;110;95.0;3.6;28.00;50.0;250;26;540;-2;-1.0;-1.0;-1;2.8;-1.0;0.0;-1.0;68;-0.2;-0.2;-0.02;-1.0;-1.0;6000;nd;-1.0
14172;Cavan County Council;Miltown Well;234823;312195;IE_NW_G_0063_0200_0004;29/06/20;6.9;11.40;1.20;-87;174;0.280;-0.013;1.46;-0.010;2.0;19.00;20;0.45;290;20.0;2.3;38.00;170.0;850;15;180;2;-1.0;1.1;-1;5.7;-1.0;0.0;-1.0;160;-0.2;-0.2;-0.02;-1.0;-1.0;4200;nd;-1.0
14173;Monaghan County Council;Cavanreagh BH1;248782;319833;IE_NW_G_0063_2400_0002;29/06/20;6.8;10.80;2.50;11;225;0.059;-0.013;-0.90;0.012;15.0;12.00;14;-0.20;77;13.0;1.8;40.00;110.0;110;160;51;-2;-1.0;-1.0;2;12.0;-1.0;0.0;-1.0;73;-0.2;0.4;-0.02;-1.0;-1.0;1300;nd;-1.0
14174;Wicklow County Council;Kerry Foods - Shillelagh;299382;167795;IE_SE_G_0011_3400_0007;29/06/20;7.4;15.60;8.50;534;23;-0.020;-0.013;7.53;-0.010;3.1;11.00;21;0.63;37;22.0;2.1;4.00;11.0;-10;-5;-10;14;-1.0;-1.0;3;2.4;-1.0;0.0;-1.0;10;-0.2;-0.2;-0.02;-1.0;-1.0;49;nd;-1.0
14175;Wexford County Council;Gorey WS (Barnadown Upper BH);313760;155773;IE_SE_G_0071_3300_0006;29/06/20;6.8;11.10;8.00;171;73;-0.020;-0.013;33.66;-0.010;-1.0;17.00;28;-0.20;17;14.0;1.4;13.00;37.0;-10;-5;11;-2;-1.0;-1.0;1;3.5;-1.0;0.0;-1.0;9;-0.2;-0.2;-0.02;-1.0;-1.0;110;nd;-1.0
14176;Carlow County Council;Leighlinbridge WS (BH 1);268401;165250;IE_SE_G_0157_0100_0005;29/06/20;7.6;13.90;6.20;3;141;-0.020;-0.013;13.29;-0.010;1.3;7.70;35;-0.20;18;15.0;1.0;21.00;78.0;-10;-5;14;-2;-1.0;2.1;-1;16.0;-1.0;0.0;-1.0;2;-0.2;2.4;-0.02;-1.0;-1.0;230;nd;-1.0
14177;Carlow County Council;Baganelstown PWS (BHC);270891;161940;IE_SE_G_0160_0100_0001;29/06/20;7.2;11.10;8.20;11;179;-0.020;-0.013;48.71;-0.010;1.5;8.80;25;-0.20;21;9.0;2.7;18.00;110.0;-10;-5;26;-2;-1.0;-1.0;-1;1.6;-1.0;0.0;-1.0;12;-0.2;5.2;-0.02;-1.0;-1.0;150;nd;-1.0
14178;Kilkenny County Council;Paulstown;266049;157289;IE_SE_G_0165_1500_0014;29/06/20;6.9;10.60;3.70;-4;176;-0.020;-0.013;24.80;0.017;1.8;5.80;32;-0.20;13;12.0;2.8;13.00;110.0;-10;-5;21;-2;-1.0;-1.0;-1;1.6;-1.0;0.0;-1.0;11;-0.2;1.2;-0.02;-1.0;-1.0;120;nd;-1.0
14179;Louth County Council;Carlingford;319252;310896;IE_NB_G_0015_2100_0003;30/06/20;6.9;10.70;9.60;162;145;-0.020;-0.013;13.73;-0.010;1.1;14.00;22;-0.20;11;14.0;1.8;7.90;100.0;-10;-5;24;-2;-1.0;-1.0;6;17.0;-1.0;0.0;-1.0;7;0.6;0.5;-0.02;-1.0;-1.0;450;nd;-1.0
14180;Monaghan County Council;Monanny;284131;305452;IE_NB_G_0016_2400_0006;30/06/20;6.7;10.30;4.60;138;143;-0.020;-0.013;10.19;0.011;1.5;8.60;21;-0.20;12;13.0;2.6;8.40;91.0;14;6;14;5;-1.0;-1.0;5;21.0;-1.0;0.0;-1.0;70;0.2;0.9;-0.02;-1.0;-1.0;120;nd;-1.0
14181;Meath County Council;Kilmainhamwood;277851;289335;IE_NB_G_0019_2300_0007;30/06/20;6.6;10.50;1.80;124;132;-0.020;-0.013;4.87;-0.010;-1.0;9.50;12;-0.20;10;8.4;1.1;27.00;46.0;-10;-5;-10;-2;-1.0;2.3;7;11.0;-1.0;0.0;-1.0;120;0.3;0.7;-0.02;-1.0;-1.0;110;nd;-1.0
14182;Louth County Council;Ardtullybeg;319577;306271;IE_NB_G_0024_2100_0001;30/06/20;6.7;11.90;13.20;165;184;-0.020;-0.013;28.79;0.014;1.2;16.00;30;-0.20;16;17.0;2.3;14.00;120.0;-10;-5;31;-2;-1.0;-1.0;4;7.7;-1.0;0.0;-1.0;20;0.2;0.8;-0.02;-1.0;-1.0;360;nd;-1.0
14183;Kilkenny County Council;Cuffesgrange GWS;247229;150133;IE_SE_G_0026_1500_0007;30/06/20;7.1;11.10;5.00;-27;220;-0.020;-0.013;20.81;0.044;1.4;7.60;26;-0.20;13;12.0;5.4;23.00;130.0;-10;-5;22;-2;-1.0;-1.0;-1;1.8;-1.0;0.0;-1.0;23;-0.2;1.0;-0.02;-1.0;-1.0;140;nd;-1.0
14184;Kilkenny County Council;Bennettsbridge RWS (BH2);254752;144659;IE_SE_G_0128_1500_0004;30/06/20;7.4;11.50;9.40;17;197;-0.020;-0.013;32.33;0.010;1.6;6.00;26;-0.20;22;10.0;3.0;25.00;120.0;-10;-5;20;-2;-1.0;4.8;1;3.9;-1.0;0.0;-1.0;21;-0.2;1.8;-0.02;-1.0;-1.0;140;nd;-1.0
14185;Kilkenny County Council;Thomastown WS (BH 9 - GAA Grounds);259038;141467;IE_SE_G_0128_1500_0019;30/06/20;7.2;11.40;5.90;-3;48;-0.020;-0.013;32.77;0.040;1.4;7.60;39;-0.20;23;18.0;4.0;24.00;120.0;16;-5;30;-2;-1.0;5.4;3;5.3;-1.0;0.0;-1.0;150;-0.2;2.2;-0.02;1.4;-1.0;250;nd;-1.0
14186;Carlow County Council;Glynn/St. Mullins (GWS);278245;141332;IE_SE_G_0152_0100_0003;30/06/20;6.2;10.70;10.80;59;12;-0.020;-0.013;1.33;0.013;1.3;7.60;8;-0.20;3;5.2;-0.3;1.00;5.2;-10;-5;-10;50;-1.0;-1.0;-1;6.1;-1.0;0.0;-1.0;2;-0.2;1.3;-0.02;-1.0;-1.0;11;nd;-1.0
14187;Kilkenny County Council;Graiguenamanagh ;270600;141300;IE_SE_G_0152_1500_0010;30/06/20;5.4;12.40;9.30;89;-6;-0.020;-0.013;4.34;-0.010;-1.0;8.00;14;-0.20;3;7.4;0.3;1.20;1.7;-10;16;-10;47;-1.0;-1.0;8;8.7;-1.0;0.0;-1.0;6;1.4;0.4;-0.02;-1.0;-1.0;12;nd;-1.0
14188;Galway County Council;Ballygar;176525;252956;IE_SH_G_0028_1200_0002;30/06/20;6.9;11.10;1.10;172;215;-0.020;0.035;1.51;0.010;3.0;4.60;19;-0.20;8;11.0;4.6;7.40;150.0;-10;65;15;-2;-1.0;2.9;19;21.0;-1.0;0.2;-1.0;42;1.2;0.9;-0.02;-1.0;-1.0;220;nd;-1.0
14189;Longford County Council;Newtown Cashel;203436;258273;IE_SH_G_0091_2000_0001;30/06/20;7.0;10.50;3.90;479;225;-0.020;-0.013;9.74;0.010;1.3;6.90;18;-0.20;10;7.9;1.3;25.00;120.0;-10;-5;12;-2;-1.0;3.0;2;8.0;-1.0;0.1;-1.0;24;-0.2;1.4;-0.02;-1.0;-1.0;150;nd;-1.0
14190;Roscommon County Council;Ballinaguard Spring (Roscommon Central);187436;261878;IE_SH_G_0091_2600_0003;30/06/20;7.0;10.40;4.20;738;215;-0.020;-0.013;7.53;0.017;2.5;6.10;20;-0.20;7;11.0;2.6;12.00;140.0;31;6;14;-2;-1.0;-1.0;-1;1.3;-1.0;0.0;-1.0;38;-0.2;1.0;-0.02;-1.0;-1.0;200;nd;-1.0
14191;Roscommon County Council;Toberreeoge Spring (knockcroghery);193394;259787;IE_SH_G_0091_2600_0015;30/06/20;7.0;10.40;4.40;275;188;0.021;-0.013;10.63;0.025;-1.0;6.50;15;-0.20;6;8.0;1.2;10.00;120.0;-10;-5;11;-2;-1.0;-1.0;-1;1.4;-1.0;0.0;-1.0;12;-0.2;1.6;-0.02;-1.0;-1.0;180;nd;-1.0
