ID;County;Site_Name;Easting;Northing;Depth;New_Code;Sample_Date;pH;T;O(0);Eh;Alkalinity;N(-3);N(3);N(5);P;C(-4);Si;Cl;F;S(6);Na;K;Mg;Ca;Fe;Mn;B;Al;Cr;Ni;Cu;Zn;As;Cd;Sb;Ba;Pb;U;Hg;Co;Mo;Sr;Ag;Be
5619;Donegal;Culdaff;253879;448657;;IE_NW_G_0050_0600_0001;08/07/10;7.2;11.1;nd;148;193;-0.026;-0.007;7.22;-0.015;-1.5;9;40;-0.2;32;19;3;22;87;-10;-1;14;-5;-1;-1;7;21;-0.5;-0.1;-0.5;-1;1;2;-0.05;-0.5;-0.5;677;-0.5;-0.5
5620;Donegal;Gortinlieve GO3Deep;236140;416680;;IE_NW_G_0051_0600_0014;08/07/10;7.6;11.2;nd;-2;116;-0.026;-0.007;-0.36;-0.015;-1.5;14;22;0.2;18;14;0.6;10;49;-10;287;-10;-5;-1;-1;-1;2;1;-0.1;-0.5;24;-0.5;2;-0.05;-0.5;-0.5;192;-0.5;-0.5
5621;Donegal;Gortinlieve GO3Shallow;236140;416680;;IE_NW_G_0051_0600_0015;08/07/10;7.6;11.2;nd;-32;116;-0.026;-0.007;-0.36;-0.015;-1.5;13;27;-0.2;20;14;2;12;55;-10;341;-10;-5;-1;-1;1;3;3;-0.1;-0.5;19;-0.5;2;-0.05;-0.5;-0.5;223;-0.5;-0.5
5622;Donegal;Gortinlieve GO3Transition;236140;416680;;IE_NW_G_0051_0600_0016;08/07/10;7.2;13.7;nd;-54;134;-0.026;-0.007;-0.36;-0.015;-1.5;14;25;-0.2;19;13;0.9;14;66;450;587;-10;-5;-1;-1;1;9;2;-0.1;-0.5;15;-0.5;2;-0.05;0.7;-0.5;254;-0.5;-0.5
5623;Donegal;Gortinlieve GO3Subsoil;236140;416680;;IE_NW_G_0051_0600_0017;08/07/10;6.5;10.9;nd;-76;128;0.284;-0.007;-0.36;-0.015;-1.5;16;27;-0.2;16;10;1;4;67;6780;671;-10;48;-1;6;1;7;3;-0.1;-0.5;19;-0.5;0.7;-0.05;4;-0.5;198;-0.5;-0.5
5624;Donegal;Tir na League;246253;446457;;IE_NW_G_0078_0600_0005;08/07/10;7.3;10.6;nd;43;165;-0.026;-0.007;7.75;-0.015;-1.5;10;28;-0.2;22;14;3;13;81;-10;-1;13;-5;-1;-1;4;10;-0.5;-0.1;-0.5;6;0.6;0.2;-0.05;-0.5;-0.5;363;-0.5;-0.5
5625;Tipperary South;Coolmore (Stud BH);222794;140167;;IE_SE_G_0040_3700_0001;08/07/10;7;10.8;nd;188;220;-0.026;-0.007;12.58;-0.015;-1.5;6;15;-0.2;9;7;2;15;111;-10;-1;11;-5;-1;1;2;21;-0.5;-0.1;-0.5;75;-0.5;0.8;-0.05;-0.5;-0.5;154;-0.5;-0.5
5626;Tipperary South;Fethard RWS (Laffansbridge);219100;146620;;IE_SE_G_0040_3700_0004;08/07/10;7.7;15.7;nd;179;110;-0.026;0.174;30.99;-0.015;-1.5;10;33;-0.2;18;16;5;12;212;-10;-1;33;11;4;17;-1;18;0.5;-0.1;1;51;-0.5;17;-0.05;1;31;883;-0.5;-0.5
5627;Tipperary South;Fethard RWS (Mullinbawn);222464;134420;;IE_SE_G_0040_3700_0005;08/07/10;7;11.8;nd;189;207;-0.026;-0.007;9.08;-0.015;-1.5;6;16;-0.2;9;7;2;14;97;-10;-1;11;6;-1;-1;4;15;-0.5;-0.1;-0.5;47;-0.5;1;-0.05;-0.5;-0.5;153;-0.5;-0.5
5628;Tipperary South;Fethard RWS (Coalbrook BH);227292;151163;;IE_SE_G_0126_3700_0003;08/07/10;7;11.1;nd;169;61;0.071;0.016;-0.36;-0.015;-1.5;12;13;0.5;52;9;5;15;45;67;515;21;-5;-1;14;1;25;-0.5;-0.1;-0.5;54;-0.5;0.3;-0.05;-0.5;-0.5;215;-0.5;-0.5
5629;Offaly;Banagher BH;202841;214032;;IE_SH_G_0040_2500_0001;08/07/10;6.9;12;nd;109;244;-0.026;-0.007;9.08;-0.015;-1.5;8;17;0.2;24;9;0.8;10;137;-10;-1;32;-5;-1;-1;3;9;-0.5;-0.1;-0.5;13;-0.5;0.4;-0.05;-0.5;-0.5;607;-0.5;-0.5
5630;Offaly;Kinnitty;218520;204060;;IE_SH_G_0045_2500_0008;08/07/10;7.1;11.2;nd;221;224;-0.026;-0.007;9.48;-0.015;-1.5;7;15;-0.2;6;6;1;9;105;-10;-1;12;-5;-1;5;3;19;-0.5;-0.1;-0.5;194;-0.5;2;-0.05;-0.5;-0.5;282;-0.5;-0.5
5631;Offaly;Clonaslee Borehole  Forest;231725;210704;;IE_SH_G_0066_1600_0002;08/07/10;6.9;10.7;nd;133;165;-0.026;-0.007;8.15;-0.015;-1.5;7;16;-0.2;8;6;1;5;96;-10;-1;11;-5;-1;-1;1;10;-0.5;-0.1;-0.5;114;-0.5;1;-0.05;-0.5;-0.5;198;-0.5;-0.5
5632;Offaly;Clonaslee Borehole  Plant;231790;210890;;IE_SH_G_0066_1600_0003;08/07/10;7;11.1;nd;108;146;-0.026;-0.007;8.86;-0.015;-1.5;7;15;-0.2;9;7;2;5;87;-10;-1;11;-5;-1;-1;1;3;-0.5;-0.1;-0.5;96;0.6;0.8;-0.05;-0.5;-0.5;184;-0.5;-0.5
5633;Tipperary North;Lorrha;191070;203600;;IE_SH_G_0178_3700_0006;08/07/10;6.9;11.4;nd;126;207;-0.026;-0.007;5.23;-0.015;-1.5;8;22;0.3;70;9;1;14;136;-10;23;14;-5;-1;5;2;27;-0.5;0.2;-0.5;31;0.6;3;-0.05;0.5;-0.5;537;-0.5;-0.5
5634;Offaly;Kilcormac;218677;214172;;IE_SH_G_0232_2500_0007;08/07/10;7;12.2;nd;517;168;-0.026;-0.007;21.97;-0.015;-1.5;7;24;0.7;15;9;2;9;121;-10;-1;14;-5;-1;-1;7;13;-0.5;-0.1;-0.5;39;-0.5;2;-0.05;-0.5;-0.5;319;-0.5;-0.5
5635;Meath;Ryewater RW2Shallow;294960;239030;;IE_EA_G_0008_2300_0025;12/07/10;7.2;10.6;nd;-21;176;-0.026;-0.007;-0.36;-0.015;-1.5;9;19;0.3;23;13;2;14;91;242;66;27;-5;-1;2;1;5;7;-0.1;0.5;41;-0.5;0.9;-0.05;-0.5;2;404;-0.5;-0.5
5636;Meath;Ryewater RW2Transition;294960;239030;;IE_EA_G_0008_2300_0026;12/07/10;7.2;12.9;nd;30;188;-0.026;0.023;-0.36;-0.015;4;4;53;-0.2;18;27;0.5;6;93;12;17;19;-5;-1;-1;1;3;-0.5;-0.1;-0.5;43;-0.5;1;-0.05;-0.5;0.6;285;-0.5;-0.5
5637;Meath;Ryewater RW3Deep;294880;238670;;IE_EA_G_0008_2300_0027;12/07/10;7;10.9;nd;-262;148;0.136;-0.007;-0.36;-0.015;-1.5;8;25;1.5;33;58;2;20;28;-10;4;235;-5;-1;3;1;6;-0.5;-0.1;-0.5;80;-0.5;-0.1;-0.05;-0.5;-0.5;3240;-0.5;-0.5
5638;Meath;Ryewater RW3Shallow;294880;238670;;IE_EA_G_0008_2300_0028;12/07/10;7.1;10.7;nd;-27;212;0.088;-0.007;-0.36;-0.015;-1.5;12;20;0.4;40;16;2;17;107;524;203;34;-5;-1;-1;-1;110;22;-0.1;0.6;64;-0.5;2;-0.05;-0.5;1;668;-0.5;-0.5
5639;Meath;Ryewater RW3Transition;294880;238670;;IE_EA_G_0008_2300_0029;12/07/10;7.4;11;nd;-198;188;0.551;-0.007;-0.36;-0.015;-1.5;10;24;0.4;39;16;2;16;93;3700;857;45;8;-1;-1;-1;1;4;-0.1;-0.5;85;-0.5;0.8;-0.05;-0.5;4;1180;-0.5;-0.5
5640;Meath;Ryewater RW3Subsoil;294880;238670;;IE_EA_G_0008_2300_0030;12/07/10;7;10.7;nd;-15;229;-0.026;-0.007;3.68;-0.015;2;8;31;0.2;30;17;0.4;6;147;-10;299;27;-5;-1;-1;-1;1;-0.5;-0.1;-0.5;130;-0.5;2;-0.05;-0.5;-0.5;365;-0.5;-0.5
5641;Kilkenny;Nuenna NU2Subsoil;236251;163734;;IE_SE_G_0156_1500_0022;13/07/10;9.6;12.1;nd;171;21;-0.026;0.026;25.65;-0.015;-1.5;6;14;-0.2;12;9;5;6;11;-10;-1;12;9;17;-1;1;1;-0.5;-0.1;0.8;11;-0.5;0.2;-0.05;-0.5;0.9;113;-0.5;-0.5
5642;Kilkenny;Nuenna NU2Deep;236254;163729;;IE_SE_G_0156_1500_0023;13/07/10;7.1;12.3;nd;167;207;-0.026;-0.007;17.67;-0.015;-1.5;5;13;-0.2;9;6;1;15;122;-10;-1;10;-5;-1;-1;1;10;-0.5;-0.1;-0.5;13;-0.5;3;-0.05;-0.5;-0.5;144;-0.5;-0.5
5643;Kilkenny;Nuenna NU2Shallow;236252;163732;;IE_SE_G_0156_1500_0024;13/07/10;11.1;11.8;nd;160;40;0.354;3.052;0.98;-0.015;2.9;7;22;-0.2;22;23;25;2;9;-10;-1;-10;-5;3;-1;1;3;-0.5;-0.1;0.9;13;-0.5;-0.1;-0.05;-0.5;4;201;-0.5;-0.5
5644;Kilkenny;Nuenna SW1;236254;163729;;IE_SE_G_0156_1500_0025;13/07/10;7.7;11.2;nd;163;207;0.035;0.023;24.55;-0.015;-1.5;4;14;-0.2;9;6;2;16;118;-10;-1;19;-5;-1;-1;-1;3;-0.5;-0.1;-0.5;28;-0.5;0.9;-0.05;-0.5;-0.5;125;-0.5;-0.5
5645;Wicklow;Redcross;324720;183680;;IE_EA_G_0076_3400_0010;14/07/10;6.5;14;nd;17;27;-0.026;-0.007;32.95;0.025;-1.5;11;19;-0.2;8;14;0.6;6;17;-10;-1;-10;-5;-1;-1;3;11;0.9;-0.1;-0.5;1;0.5;-0.1;-0.05;-0.5;-0.5;48;-0.5;-0.5
5646;Wicklow;Kerry Foods - Shillelagh;299504;167627;;IE_SE_G_0011_3400_0007;14/07/10;6.3;12.1;nd;49;35;-0.026;-0.007;15.19;0.025;-1.5;9;34;-0.2;23;21;2;5;24;44;76;19;-5;-1;4;4;30;1;-0.1;-0.5;13;-0.5;-0.1;-0.05;2;-0.5;147;-0.5;-0.5
5647;Carlow;Leighlinbridge WS (BH 1);268393;165241;;IE_SE_G_0157_0100_0005;14/07/10;7.5;13.6;nd;48;129;-0.026;-0.007;10.72;-0.015;-1.5;6;33;0.2;18;15;0.9;16;73;-10;1;12;-5;-1;-1;-1;6;-0.5;-0.1;-0.5;2;-0.5;2;-0.05;-0.5;-0.5;199;-0.5;-0.5
5648;Carlow;Baganelstown PWS (BHC);270993;162409;;IE_SE_G_0160_0100_0001;14/07/10;7.3;11.8;nd;49;185;-0.026;-0.007;33.97;-0.015;-1.5;7;21;-0.2;22;10;2;15;110;-10;-1;25;-5;-1;-1;-1;3;-0.5;-0.1;-0.5;11;-0.5;5;-0.05;-0.5;-0.5;145;-0.5;-0.5
5649;Kilkenny;Paulstown;266048;157294;;IE_SE_G_0165_1500_0014;14/07/10;7;10.6;nd;52;188;-0.026;0.007;19.26;-0.015;-1.5;5;32;-0.2;16;9;2;10;113;-10;1;21;-5;-1;-1;-1;5;-0.5;-0.1;-0.5;11;-0.5;1;-0.05;-0.5;-0.5;115;-0.5;-0.5
5650;Kerry;FBH1  Flesk River study catchment;99918;89303;;IE_SW_G_0048_1300_0002;14/07/10;7.5;11.2;nd;147;122;-0.026;-0.007;11.12;-0.015;-1.5;4;21;-0.2;11;30;2;5;66;-10;-1;-10;-5;-1;-1;-1;3;-0.5;-0.1;-0.5;9;-0.5;3;-0.05;-0.5;-0.5;63;-0.5;-0.5
5651;Kerry;FBH9  Flesk River study catchment;99016;89797;;IE_SW_G_0048_1300_0007;14/07/10;7.6;10.6;nd;147;107;-0.026;-0.007;13.2;-0.015;-1.5;7;20;-0.2;8;11;0.6;5;66;-10;-1;-10;-5;-1;-1;-1;3;-0.5;-0.1;-0.5;4;-0.5;1;-0.05;-0.5;-0.5;77;-0.5;-0.5
5652;Laois;Ballyroan PWS;247146;186743;;IE_SE_G_0009_1600_0003;15/07/10;6.9;10;nd;111;195;-0.026;-0.007;23.21;-0.015;-1.5;6;17;-0.2;11;7;2;10;121;-10;-1;24;-5;-1;-1;-1;1;-0.5;-0.1;-0.5;183;-0.5;0.4;-0.05;-0.5;-0.5;198;0.6;-0.5
5653;Laois;Swan WS;256387;182428;;IE_SE_G_0104_1600_0013;15/07/10;7.3;11.3;nd;2;143;0.083;-0.007;-0.36;-0.015;-1.5;16;9;-0.2;32;20;4;22;48;151;136;28;-5;-1;-1;1;4;-0.5;-0.1;-0.5;63;-0.5;-0.1;-0.05;-0.5;-0.5;333;-0.5;-0.5
5654;Laois;Kyle PWS;255998;190630;;IE_SE_G_0153_1600_0008;15/07/10;7.2;11.6;nd;55;178;-0.026;-0.007;17.94;-0.015;-1.5;7;13;-0.2;11;7;1;9;111;-10;2;16;-5;-1;-1;-1;4;-0.5;-0.1;-0.5;25;-0.5;1;-0.05;-0.5;-0.5;185;-0.5;-0.5
5655;Laois;Cullohill GWS (Toberboe Spring);237737;174882;;IE_SE_G_0156_1600_0004;15/07/10;7;12.1;nd;78;220;-0.026;-0.007;34.76;-0.015;-1.5;6;14;-0.2;12;7;5;12;141;-10;-1;40;-5;-1;-1;3;6;-0.5;-0.1;-0.5;40;-0.5;0.7;-0.05;-0.5;-0.5;192;-0.5;-0.5
5656;Laois;Durrow PWS (Fermoyle WS);242810;179106;;IE_SE_G_0156_1600_0005;15/07/10;7.1;10.6;nd;80;195;-0.026;-0.007;33.35;0.023;-1.5;6;17;-0.2;19;8;2;16;123;-10;-1;64;-5;-1;-1;3;8;-0.5;-0.1;-0.5;70;-0.5;0.3;0.05;-0.5;-0.5;166;-0.5;-0.5
5657;Laois;Durrow PWS (Presentation Convent Well);240242;177519;;IE_SE_G_0156_1600_0006;15/07/10;7.1;10.6;nd;74;195;-0.026;-0.007;30.56;-0.015;-1.5;6;15;-0.2;15;9;2;15;115;-10;-1;25;-5;-1;-1;1;4;-0.5;-0.1;-0.5;41;-0.5;1;-0.05;-0.5;-0.5;193;-0.5;-0.5
5658;Cork;Dripsey DR1Shallow;147900;81360;;IE_SW_G_0004_0500_0029;15/07/10;7.2;10.3;nd;139;123;0.153;0.246;3.79;0.067;7.2;8;30;-0.2;9;12;9;7;80;-10;1;11;-5;-1;-1;3;2;0.7;-0.1;-0.5;17;-0.5;3;-0.05;-0.5;-0.5;166;-0.5;-0.5
5659;Cork;Dripsey DR1Deep;147900;81360;;IE_SW_G_0004_0500_0031;15/07/10;7.9;11.5;nd;129;65;-0.026;0.062;12.32;-0.015;-1.5;10;40;-0.2;8;21;20;4;30;-10;8;-10;9;-1;-1;1;10;21;-0.1;1;80;-0.5;10;-0.05;-0.5;2;453;-0.5;-0.5
5660;Cork;Dripsey DR2Shallow;147950;81450;;IE_SW_G_0004_0500_0032;15/07/10;7;11;nd;125;72;-0.026;-0.007;19.57;-0.015;-1.5;5;18;-0.2;10;9;2;6;47;-10;1;-10;-5;-1;-1;1;1;-0.5;-0.1;-0.5;15;-0.5;0.7;-0.05;-0.5;-0.5;120;0.5;-0.5
5661;Cork;Dripsey DR2Deep;147950;81450;;IE_SW_G_0004_0500_0034;15/07/10;9.8;11.7;nd;115;35;-0.026;-0.007;19.97;-0.015;-1.5;10;22;-0.2;19;20;41;0.91;3;-10;-1;-10;14;1;-1;1;2;115;-0.1;7;20;-0.5;4;-0.05;-0.5;3;34;-0.5;-0.5
5662;Cork;Dripsey DR3Shallow;147910;81550;;IE_SW_G_0004_0500_0035;15/07/10;6.2;11.1;nd;53;38;0.293;-0.007;-0.36;0.468;1.7;8;17;-0.2;16;7;0.9;4;14;13700;9400;-10;-5;-1;2;-1;2;20;-0.1;-0.5;21;-0.5;-0.1;-0.05;11;-0.5;52;1.4;-0.5
5663;Cork;Dripsey DR3Transition;147910;81550;;IE_SW_G_0004_0500_0036;15/07/10;5.9;12.2;nd;83;27;-0.026;-0.007;0.8;-0.015;-1.5;5;14;-0.2;14;7;0.8;4;16;-10;966;-10;-5;-1;2;-1;3;-0.5;0.2;-0.5;26;-0.5;0.1;-0.05;2;-0.5;44;-0.5;-0.5
5664;Cork;Dripsey DR3Deep;147910;81550;;IE_SW_G_0004_0500_0037;15/07/10;6.8;10.6;nd;103;81;-0.026;0.007;4.38;0.027;-1.5;15;15;-0.2;6;12;0.6;7;43;-10;207;-10;-5;-1;-1;-1;1;0.7;-0.1;-0.5;3;-0.5;2;-0.05;-0.5;-0.5;80;-0.5;-0.5
5665;Cork;Dripsey DR3Subsoil;147910;81550;;IE_SW_G_0004_0500_0038;15/07/10;6.3;13.1;nd;-7;121;7.37;-0.007;-0.36;-0.015;14.8;9;19;-0.2;42;10;12;6;29;72000;9510;-10;24;-1;15;-1;9;47;-0.1;-0.5;150;-0.5;-0.1;-0.05;32;-0.5;68;-0.5;-0.5
5666;Cork;Dripsey DR1Transition;147900;81360;;IE_SW_G_0004_0500_0039;15/07/10;8;11.1;nd;140;131;-0.026;-0.007;16.3;-0.015;1.5;11;26;-0.2;12;22;78;8;33;-10;-1;13;-5;-1;-1;1;1;2;-0.1;-0.5;58;-0.5;19;-0.05;-0.5;0.9;150;-0.5;-0.5
5667;Cork;Dripsey SW1;147910;81556;;IE_SW_G_0004_0500_0040;15/07/10;7.3;14.1;nd;107;36;0.402;0.02;7.28;0.044;7.8;7;16;-0.2;12;8;2;6;20;162;174;-10;10;-1;1;2;5;1;-0.1;-0.5;7;-0.5;-0.1;-0.05;0.6;-0.5;52;-0.5;-0.5
5668;Tipperary North;Glenbeha PWS;212280;185305;;IE_SE_G_0114_3700_0003;19/07/10;7.3;11.9;nd;75;179;-0.026;-0.007;9.83;-0.015;-1.5;6;12;-0.2;8;6;3;4;102;-10;-1;11;-5;-1;-1;6;12;-0.5;-0.1;-0.5;402;-0.5;0.4;-0.05;-0.5;-0.5;144;0.6;-0.5
5669;Tipperary North;Bouladuff/Borrisoleigh PWS (BH1);205105;165407;;IE_SE_G_0131_3700_0002;19/07/10;7;18.3;nd;15;215;-0.026;-0.007;10.27;-0.015;-1.5;6;16;-0.2;11;7;3;16;106;158;3;15;-5;-1;1;1;30;-0.5;0.3;-0.5;45;-0.5;0.3;-0.05;-0.5;-0.5;151;-0.5;-0.5
5670;Tipperary North;Templemore WS;210521;174692;;IE_SE_G_0131_3700_0007;19/07/10;6.8;11.8;nd;81;271;-0.026;-0.007;4.34;-0.015;-1.5;8;14;0.2;87;7;2;15;164;-10;-1;23;-5;1;-1;2;7;-0.5;-0.1;-0.5;110;-0.5;1;-0.05;-0.5;-0.5;595;-0.5;-0.5
5671;Offaly;Dunkerrin  Guilfoyles Well;201600;181200;;IE_SH_G_0251_2500_0005;19/07/10;6.7;13.7;nd;128;250;-0.026;-0.007;35.96;-0.015;1.7;6;27;-0.2;20;11;2;7;147;-10;-1;17;-5;-1;-1;5;8;-0.5;-0.1;-0.5;62;-0.5;1;-0.05;-0.5;-0.5;244;-0.5;-0.5
5672;Cork;Carraignadoura GWS;114252;69996;;IE_SW_G_0005_0500_0006;19/07/10;7.1;15.5;nd;152;75;-0.026;-0.007;3.59;-0.015;-1.5;14;13;-0.2;6;10;0.4;6;36;-10;3;-10;-5;-1;-1;8;8;1;-0.1;-0.5;3;-0.5;3;-0.05;-0.5;-0.5;148;-0.5;-0.5
5673;Kerry;Portmagee (Lateeve BH 1);38182;71662;;IE_SW_G_0022_1300_0012;19/07/10;6.5;12.7;nd;152;55;-0.026;-0.007;5.76;-0.015;-1.5;11;48;-0.2;13;22;1;6;30;-10;2;13;-5;-1;-1;2;3;1;-0.1;-0.5;9;-0.5;2;-0.05;-0.5;-0.5;125;-0.5;-0.5
5674;Kerry;Knockavota (Poulgorm Spring);81092;101065;;IE_SW_G_0026_1300_0009;19/07/10;7.4;13.5;nd;154;117;-0.026;0.049;6.44;-0.015;-1.5;10;31;-0.2;13;16;1;6;72;-10;3;10;-5;-1;-1;-1;6;-0.5;0.2;-0.5;2;-0.5;0.7;-0.05;-0.5;-0.5;109;-0.5;-0.5
5675;Kilkenny;Bennettsbridge RWS (BH2);254757;144668;;IE_SE_G_0128_1500_0004;20/07/10;7;12.1;nd;203;159;-0.026;-0.007;24.71;0.036;-1.5;6;28;-0.2;18;9;2;16;109;-10;3;14;-5;-1;1;5;12;-0.5;-0.1;-0.5;19;-0.5;2;-0.05;-0.5;0.5;152;-0.5;-0.5
5676;Kilkenny;Thomastown WS (BH 9 - GAA Grounds);259037;141462;;IE_SE_G_0128_1500_0019;20/07/10;7;11.5;nd;196;199;-0.026;0.026;16.79;-0.015;-1.5;6;21;-0.2;21;12;3;16;109;-10;-1;23;-5;-1;-1;6;11;0.6;-0.1;-0.5;120;0.5;2;-0.05;-0.5;-0.5;236;-0.5;-0.5
5677;Carlow;Glynn/St. Mullins (GWS);278245;141332;;IE_SE_G_0152_0100_0003;20/07/10;5.8;12.5;nd;169;12;-0.026;-0.007;3.37;-0.015;9.2;5;5;-0.2;4;4;-0.3;0.67;2;25;6;-10;452;-1;-1;1;9;-0.5;-0.1;-0.5;2;0.6;0.8;-0.05;-0.5;-0.5;7;-0.5;-0.5
5678;Kilkenny;Graiguenamanagh;270600;141300;;IE_SE_G_0152_1500_0010;20/07/10;8.9;13.3;nd;170;9;-0.026;-0.007;2.7;-0.015;7.3;6;9;-0.2;4;5;-0.3;0.97;2;38;3;-10;305;-1;-1;-1;4;2;-0.1;-0.5;4;-0.5;0.4;-0.05;-0.5;-0.5;9;-0.5;-0.5
5679;Meath;Ryewater RW1Deep;296050;239540;;IE_EA_G_0008_1400_0021;21/07/10;7.4;10.8;nd;89;195;-0.026;-0.007;0.58;-0.015;-1.5;17;14;0.6;25;19;4;17;66;-10;-1;131;-5;-1;-1;1;29;0.8;-0.1;-0.5;58;-0.5;-0.1;-0.05;-0.5;-0.5;3690;-0.5;-0.5
5680;Meath;Ryewater RW1Shallow;296050;239540;;IE_EA_G_0008_1400_0022;21/07/10;7.2;10.6;nd;2;191;0.08;-0.007;-0.36;-0.015;-1.5;18;47;0.5;52;12;3;18;106;154;120;30;-5;-1;5;1;6;7;-0.1;-0.5;130;-0.5;0.9;-0.05;0.8;1;702;-0.5;-0.5
5681;Meath;Ryewater RW1Transition;296050;239540;;IE_EA_G_0008_1400_0023;21/07/10;6.9;12.6;nd;24;232;-0.026;-0.007;23.96;-0.015;-1.5;10;80;0.2;91;33;5;9;170;-10;-1;44;-5;1;-1;-1;2;-0.5;-0.1;-0.5;32;-0.5;1;-0.05;-0.5;-0.5;464;-0.5;-0.5
5682;Meath;Ryewater SW1;294812;238574;;IE_EA_G_0008_2300_0031;21/07/10;8.2;14.6;nd;30;191;-0.026;0.013;4.9;0.153;7.6;8;24;0.2;47;11;5;6;119;-10;22;28;-5;1;2;2;3;1;-0.1;-0.5;19;-0.5;2;-0.05;-0.5;1;408;-0.5;-0.5
5683;Kildare;Curragh Camp  Hare Park;276982;211587;;IE_SE_G_0133_1400_0005;21/07/10;7;11.2;nd;38;220;-0.026;-0.007;19.57;-0.015;-1.5;7;22;-0.2;26;13;2;11;130;-10;-1;62;-5;1;-1;1;4;-0.5;-0.1;-0.5;65;-0.5;0.4;-0.05;-0.5;-0.5;204;-0.5;-0.5
5684;Kildare;Curragh Camp  McDonagh Well;278829;211660;;IE_SE_G_0133_1400_0006;21/07/10;7.4;12.3;nd;576;209;-0.026;-0.007;23.16;-0.015;-1.5;8;19;-0.2;18;9;0.6;14;128;-10;-1;18;-5;1;-1;1;2;-0.5;-0.1;-0.5;33;-0.5;0.6;-0.05;-0.5;-0.5;213;-0.5;-0.5
5685;Kildare;Pollardstown Fen  Hangedmans Arch;275916;217539;;IE_SE_G_0133_1400_0010;21/07/10;7.5;13.8;nd;187;238;0.041;0.062;11.78;-0.015;2.7;7;16;-0.2;16;8;1;14;115;-10;5;18;-5;1;-1;-1;5;-0.5;-0.1;-0.5;51;-0.5;0.7;-0.05;-0.5;-0.5;192;-0.5;-0.5
5686;Meath;Mattock MK1Deep;301590;280320;;IE_EA_G_0010_2300_0012;22/07/10;7.4;11;nd;30;118;-0.026;-0.007;-0.36;-0.015;-1.5;17;14;-0.2;8;11;1;14;46;74;43;-10;-5;-1;2;-1;4;78;-0.1;5;11;-0.5;0.6;-0.05;-0.5;2;105;-0.5;-0.5
5687;Meath;Mattock MK1Shallow;301590;280320;;IE_EA_G_0010_2300_0013;22/07/10;7.2;10.8;nd;58;110;-0.026;0.223;0.63;-0.015;-1.5;14;24;0.2;12;11;5;11;50;-10;287;-10;-5;-1;5;-1;2;2;-0.1;3;7;-0.5;0.4;-0.05;-0.5;0.8;97;-0.5;-0.5
5688;Meath;Mattock MK1Subsoil;301590;280320;;IE_EA_G_0010_2300_0014;22/07/10;6.9;13.1;nd;81;98;0.028;-0.007;17.32;0.026;4.4;6;15;-0.2;24;12;7;4;67;-10;9;18;6;1;-1;1;4;0.8;-0.1;-0.5;69;-0.5;0.3;-0.05;-0.5;-0.5;166;-0.5;-0.5
5689;Meath;Mattock MK2Deep;301810;280410;;IE_EA_G_0010_2300_0015;22/07/10;7.6;13;nd;55;109;0.031;-0.007;23.87;-0.015;-1.5;11;13;-0.2;6;12;0.8;16;42;-10;1;-10;-5;-1;1;1;12;0.5;-0.1;-0.5;8;-0.5;0.6;-0.05;-0.5;-0.5;137;-0.5;-0.5
5690;Meath;Mattock MK3Deep;302030;280550;;IE_EA_G_0010_2300_0017;22/07/10;11.5;11.5;nd;-57;93;0.045;0.559;1.11;-0.015;-1.5;2;16;-0.2;12;23;30;0.85;26;-10;-1;-10;-5;2;-1;-1;1;-0.5;-0.1;-0.5;36;-0.5;-0.1;-0.05;-0.5;2;212;-0.5;-0.5
5691;Meath;Mattock MK3Shallow;302030;280550;;IE_EA_G_0010_2300_0018;22/07/10;11.5;11.5;nd;-27;47;0.184;0.007;0.88;-0.015;-1.5;2;71;-0.2;10;17;10;2;45;-10;-1;-10;-5;1;-1;-1;1;-0.5;-0.1;-0.5;54;-0.5;-0.1;-0.05;-0.5;1;314;-0.5;-0.5
5692;Meath;Mattock MK3Subsoil2;302030;280550;;IE_EA_G_0010_2300_0020;22/07/10;7.5;10.1;nd;58;163;-0.026;0.026;0.63;-0.015;-1.5;11;17;-0.2;17;10;0.7;10;90;-10;939;11;-5;-1;-1;-1;2;0.8;-0.1;-0.5;351;-0.5;0.9;-0.05;-0.5;-0.5;212;0.6;-0.5
5693;Meath;Mattock SW1;301841;280771;;IE_EA_G_0010_2300_0021;22/07/10;8;14.2;nd;49;62;0.038;0.039;9.11;0.1;10.3;8;16;-0.2;11;8;3;6;36;301;36;14;93;1;2;4;3;1;-0.1;-0.5;75;-0.5;0.2;-0.05;-0.5;-0.5;94;-0.5;-0.5
5694;Kilkenny;Dunmore (Readymix);250144;159746;;10_008;30/08/10;7.4;12.8;nd;38;176;-0.026;0.01;2.2;-0.015;-1.5;8;21;-0.2;38;11.8;1.4;14.4;104;-10;101;19;-5;-1;1;-1;11;-0.5;-0.1;-0.5;71;-0.5;0.8;-0.05;-0.5;0.9;310;-0.5;-0.5
5695;Kilkenny;Cuffesgrange GWS;247229;150133;;IE_SE_G_0026_1500_0007;30/08/10;7;10.8;nd;37;237;1.888;-0.002;13.95;0.032;-1.5;8;32;-0.2;15;14.3;5;19.7;126;-10;-1;27;-5;-1;-1;1;4;-0.5;-0.1;-0.5;22;-0.5;1;-0.05;-0.5;-0.5;135;-0.5;-0.5
