ID;County;Site_Name;Easting;Northing;Depth;New_Code;Sample_Date;pH;T;O(0);Eh;Alkalinity;N(-3);N(3);N(5);P;C(-4);Si;Cl;F;S(6);Na;K;Mg;Ca;Fe;Mn;B;Al;Cr;Ni;Cu;Zn;As;Cd;Sb;Ba;Pb;U;Hg;Co;Mo;Sr;Ag;Be
6837;Laois;Knocks;236943;200046;;IE_SE_G_0047_1600_0007;15/09/11;7.6;10.8;7;104;116;-0.026;-0.007;10.54;-0.015;3.6;8;12;-0.2;7;7.3;1.5;5.96;73.4;-10;1;13;6;-1;1;3;6;-0.5;-0.1;-0.5;559;-0.5;0.3;-0.05;-0.5;-0.5;125;nd;-0.5
6838;Laois;Mountmellick WS (Derrygile);245145;205809;;IE_SE_G_0107_1600_0009;15/09/11;7.1;10.8;6;-110;220;0.077;-0.007;21.66;-0.015;9.2;8;19;0.2;30;12.3;1.8;14.5;135;20;7;70;-5;-1;-1;3;27;-0.5;-0.1;-0.5;175;-0.5;0.6;-0.05;-0.5;-0.5;2160;nd;-0.5
6839;Laois;Portlaoise WS (Derrygannon BH);250055;200841;;IE_SE_G_0153_1600_0011;15/09/11;7.1;11.9;1;72;183;-0.026;-0.007;16.61;-0.015;4.2;7;24;-0.2;17;11.6;1.7;12.3;117;129;176;17;-5;-1;9;7;87;-0.5;0.3;0.6;64;0.8;2.4;-0.05;2.4;0.7;184;nd;-0.5
6840;Laois;Portlaoise WS (Meelick BH);247895;197081;;IE_SE_G_0170_1600_0012;15/09/11;7;11.2;2;122;195;-0.026;-0.007;11.74;-0.015;3.8;8;25;-0.2;24;14.7;2.7;14.7;130;-10;3;26;-5;-1;-1;20;31;-0.5;-0.1;-0.5;89;1.3;5.9;-0.05;-0.5;-0.5;245;nd;-0.5
6841;Cork;Glanworth PWS (Dunmahon BH);177636;105536;;IE_SW_G_0025_0500_0016;15/09/11;6.5;11.2;9;139;41;-0.026;-0.007;21.48;0.049;-1.5;14;17;-0.2;4;11.6;1.8;3.8;25.2;-10;1;10;6;-1;1;7;27;-0.5;-0.1;-0.5;42;1.9;0.1;-0.05;0.7;-0.5;38;nd;-0.5
6842;Cork;Kilworth PWS (Killally);183211;103909;;IE_SW_G_0025_0500_0020;15/09/11;6.5;11.2;6;144;54;-0.026;-0.007;20.81;-0.015;1.6;11;21;-0.2;5;9.8;2;6.83;28.2;26;1;10;6;-1;2;6;44;-0.5;-0.1;-0.5;56;3.2;0.3;-0.05;0.6;-0.5;51;nd;-0.5
6843;Cork;Fermoy PWS;177756;98385;;IE_SW_G_0037_0500_0015;15/09/11;6.7;12.9;5;182;117;-0.026;-0.007;26.66;-0.015;3.4;7;20;-0.2;12;10.1;1.4;5.8;73.4;-10;9;12;9;-1;-1;6;8;0.6;-0.1;-0.5;26;-0.5;0.6;-0.05;-0.5;-0.5;75;nd;-0.5
6844;Cork;Mitchelstown PWS (South);181040;109989;;IE_SW_G_0047_0500_0022;15/09/11;6.6;10.9;7;136;75;-0.026;-0.007;22.81;-0.015;1.8;10;22;-0.2;7;10.9;1.6;5.08;47.3;-10;-1;-10;-5;-1;-1;4;18;-0.5;-0.1;-0.5;130;-0.5;0.7;-0.05;-0.5;-0.5;83;nd;-0.5
6845;Cork;Downing Bridge PWS;182342;101841;;IE_SW_G_0082_0500_0013;15/09/11;6.9;11.2;7;163;190;-0.026;-0.007;37.42;-0.015;4;7;25;-0.2;14;10.7;1.7;8.65;113;-10;-1;16;5;-1;-1;3;16;-0.5;-0.1;-0.5;13;-0.5;0.5;-0.05;-0.5;-0.5;85;nd;-0.5
6846;Offaly;Banagher BH;202840;214031;;IE_SH_G_0040_2500_0001;19/09/11;6.8;12.1;6;98;244;-0.026;-0.007;11.07;-0.015;95.2;6;16;0.2;29;9.6;1;11;134;71;2;36;-5;-1;-1;13;26;-0.5;-0.1;-0.5;19;0.9;0.8;-0.05;-0.5;-0.5;673;nd;-0.5
6847;Offaly;Kinnitty;218690;203857;;IE_SH_G_0045_2500_0008;19/09/11;7;11.1;8;664;215;-0.026;-0.007;12.89;-0.015;-1.5;7;14;-0.2;7;6.4;1.7;9.43;110;-10;1;12;-5;-1;2;26;38;-0.5;0.1;-0.5;181;0.8;1.7;-0.05;-0.5;-0.5;296;nd;-0.5
6848;Offaly;Clonaslee Borehole  Forest;231724;210703;;IE_SH_G_0066_1600_0002;19/09/11;6.8;10.8;7;11;167;-0.026;-0.007;9.92;-0.015;-1.5;5;15;-0.2;9;7.2;1.8;5.22;102;-10;-1;13;-5;-1;11;9;56;-0.5;-0.1;-0.5;104;0.9;1;-0.05;0.5;-0.5;192;nd;-0.5
6849;Offaly;Clonaslee Borehole  Plant;231789;210889;;IE_SH_G_0066_1600_0003;19/09/11;6.9;12.2;6;295;153;-0.026;-0.007;10.1;-0.015;-1.5;7;15;-0.2;10;8.9;2;6.09;102;11;-1;16;-5;-1;82;7;41;-0.5;-0.1;-0.5;100;1.3;1.1;-0.05;1.1;-0.5;177;nd;-0.5
6850;Tipperary North;Lorrha;191069;203599;;IE_SH_G_0178_3700_0006;19/09/11;6.7;11.6;3;130;189;-0.026;-0.007;7.57;-0.015;-1.5;6;20;0.3;67;9.6;1.4;12.7;136;61;11;15;-5;-1;13;55;63;-0.5;0.2;-0.5;29;0.7;3.4;-0.05;-0.5;-0.5;498;nd;-0.5
6851;Offaly;Kilcormac;218676;214171;;IE_SH_G_0232_2500_0007;19/09/11;6.9;11.8;7;552;181;-0.026;-0.007;28.7;-0.015;-1.5;6;27;1;17;11.7;2.4;10.1;121;86;1;15;-5;-1;-1;7;466;-0.5;-0.1;-0.5;43;0.8;1.7;-0.05;-0.5;-0.5;316;nd;-0.5
6852;Cork;Dromahane PWS;152709;95297;;IE_SW_G_0037_0500_0014;19/09/11;6.3;11.5;7;589;56;-0.026;-0.007;23.52;-0.015;-1.5;13;22;-0.2;14;13.5;1.3;8;29.9;-10;-1;11;-5;-1;-1;3;8;-0.5;-0.1;-0.5;70;-0.5;0.2;-0.05;-0.5;-0.5;59;nd;-0.5
6853;Cork;Castletownroche WS (Sp 2);168541;103656;;IE_SW_G_0082_0500_0007;19/09/11;7;10.9;6;173;174;-0.026;-0.007;36.89;-0.015;-1.5;7;22;-0.2;17;8.9;1.5;7.47;112;-10;-1;14;-5;-1;-1;-1;5;-0.5;-0.1;-0.5;17;0.6;1.4;-0.05;-0.5;-0.5;96;nd;-0.5
6854;Cork;Glanworth PWS (Tobermore);176254;107677;;IE_SW_G_0082_0500_0017;19/09/11;6.6;10.5;6;206;195;-0.026;-0.007;53.81;-0.015;-1.5;7;21;-0.2;16;10.1;3.2;11.1;113;-10;-1;17;-5;-1;1;1;5;0.6;-0.1;-0.5;24;4.5;0.5;-0.05;-0.5;-0.5;119;nd;-0.5
6855;Cork;Kildorrery WS;172292;110794;;IE_SW_G_0082_0500_0019;19/09/11;7;12.2;2;181;163;-0.026;-0.007;22.32;-0.015;61.3;7;58;-0.2;16;26.5;5.5;6.18;96;-10;-1;12;-5;-1;2;1;24;-0.5;-0.1;-0.5;14;-0.5;1.4;-0.05;-0.5;-0.5;157;nd;-0.5
6856;Cork;Shanballymore PWS (Doneraile);166242;107358;;IE_SW_G_0082_0500_0024;19/09/11;7.1;10.8;4;177;185;-0.026;-0.007;24.76;-0.015;-1.5;7;21;-0.2;19;9;1.2;5.86;106;-10;-1;-10;-5;-1;-1;-1;8;0.6;0.2;-0.5;7;1.4;2.6;-0.05;-0.5;-0.5;103;nd;-0.5
6857;Galway;New Village NV1Shallow1;109810;244660;;IE_WE_G_0006_1200_0022;19/09/11;7.2;11.7;0;-254;252;0.035;-0.007;-0.36;-0.015;-1.5;12;23;-0.2;-2;23.1;2.8;25.2;94.3;1680;533;12;-5;-1;-1;-1;3;2.2;-0.1;-0.5;1520;-0.5;133;-0.05;-0.5;1.5;631;nd;-0.5
6858;Galway;New Village NV1Transition;109810;244660;;IE_WE_G_0006_1200_0023;19/09/11;6.2;13.7;1;-142;165;0.048;-0.007;-0.36;-0.015;-1.5;6;17;-0.2;24;7.2;3;2.77;35.5;767;110;-10;74;-1;1;2;8;0.6;-0.1;-0.5;506;-0.5;4.3;-0.05;2.3;1.6;124;nd;-0.5
6859;Galway;New Village NV1Deep;109810;244660;;IE_WE_G_0006_1200_0024;19/09/11;7.3;10.8;2;88;240;-0.026;-0.007;-0.36;-0.015;-1.5;13;20;-0.2;4;26.7;1.6;26.3;84.6;21;2;21;-5;-1;-1;1;7;-0.5;-0.1;-0.5;598;-0.5;248;-0.05;-0.5;4.1;3460;nd;-0.5
6860;Galway;New Village NV1Shallow2;109810;244660;;IE_WE_G_0006_1200_0031;19/09/11;7.2;12;-0.1;-280;234;0.042;-0.007;-0.36;-0.015;-1.5;12;25;0.2;-2;22.1;3.8;19.5;102;2440;835;10;-5;-1;-1;-1;2;3.4;-0.1;-0.5;2200;-0.5;120;-0.05;-0.5;1.6;613;nd;-0.5
6861;Kilkenny;Dunmore (Readymix);250143;159746;;10_008;20/09/11;7.3;14.9;5;139;157;-0.026;-0.007;1.15;-0.015;5.1;9;21;-0.2;43;10.7;1.5;13.8;93.7;117;11;17;7;-1;5;3;119;-0.5;-0.1;-0.5;56;-0.5;0.7;-0.05;-0.5;1.2;279;nd;-0.5
6862;Kilkenny;Clifden/Clara GWS;258221;155391;;IE_SE_G_0078_1500_0006;20/09/11;7;11.2;5;139;193;-0.026;-0.007;18.51;0.034;4.5;10;18;-0.2;13;8.7;2.2;13.4;92.2;28;-1;14;-5;-1;-1;4;15;-0.5;-0.1;-0.5;15;-0.5;1.5;-0.05;-0.5;-0.5;104;nd;-0.5
6863;Laois;Cullohill GWS (Toberboe Spring);237736;174882;;IE_SE_G_0156_1600_0004;20/09/11;6.8;11.9;7;183;232;-0.026;-0.007;43.53;-0.015;7.9;8;16;-0.2;13;7.8;5.2;12.8;131;145;1;35;-5;-1;4;5;22;-0.5;-0.1;-0.5;56;-0.5;0.7;-0.05;-0.5;-0.5;201;nd;-0.5
6864;Kilkenny;Ballyconra (Glanbia);243299;171700;;IE_SE_G_0163_1500_0001;20/09/11;7.1;10.7;7;166;250;-0.026;-0.007;20.24;-0.015;5.8;9;23;-0.2;21;26.3;6.8;10.7;129;24;237;13;-5;-1;-1;5;29;-0.5;-0.1;-0.5;80;0.8;0.9;-0.05;-0.5;-0.5;195;nd;-0.5
6865;Kilkenny;Ballyragget PWS;244569;171090;;IE_SE_G_0163_1500_0003;20/09/11;7.1;12.8;3;143;115;-0.026;-0.007;10.98;-0.015;3.6;7;17;-0.2;15;10.6;3.3;8.14;70;35;13;24;-5;-1;-1;9;33;-0.5;-0.1;-0.5;33;-0.5;1;-0.05;-0.5;1;126;nd;-0.5
6866;Limerick;Kilfinnane/Mortlestown;166000;121780;;IE_SH_G_0055_3600_0015;20/09/11;7;10.7;9;257;132;-0.026;-0.007;20.24;0.07;3.2;8;16;-0.2;7;9.6;1;11.2;75.9;-10;-1;-10;-5;-1;-1;1;11;-0.5;-0.1;-0.5;93;-0.5;1.6;-0.05;-0.5;-0.5;84;nd;-0.5
6867;Limerick;MartinstownBallinverena WS;170135;126474;;IE_SH_G_0055_3600_0017;20/09/11;6.7;10.1;7;286;72;-0.026;-0.007;3.85;-0.015;2.6;9;14;-0.2;4;7.8;0.6;4.64;45.1;-10;-1;-10;-5;-1;1;5;25;-0.5;-0.1;-0.5;34;0.5;0.4;-0.05;-0.5;-0.5;58;nd;-0.5
6868;Clare;Ennis  Drumcliff;132950;178999;;IE_SH_G_0080_0300_0002;20/09/11;7.4;13.1;5;77;112;-0.026;-0.007;3.72;0.018;11.8;6;18;-0.2;12;10.4;2.6;3.84;70.8;132;5;14;10;-1;2;15;14;-0.5;-0.1;-0.5;8;-0.5;0.8;-0.05;-0.5;0.6;116;nd;-0.5
6869;Limerick;Herbertstown BH2;169020;142378;;IE_SH_G_0106_3600_0014;20/09/11;7.1;11.4;4;531;143;-0.026;-0.007;15.32;0.029;6.4;14;21;-0.2;13;13.2;2.1;18.8;66.7;-10;-1;16;-5;-1;1;4;15;-0.5;-0.1;-0.5;110;-0.5;0.3;-0.05;-0.5;-0.5;335;nd;-0.5
6870;Limerick;Knocklong BH in Field;172626;131016;;IE_SH_G_0193_3600_0016;20/09/11;7.1;12.1;3;299;222;-0.026;-0.007;11.25;0.281;6.2;15;17;-0.2;14;11.9;4.6;18.6;89.5;-10;-1;19;-5;-1;1;3;5;3;-0.1;-0.5;12;-0.5;0.4;-0.05;-0.5;-0.5;148;nd;-0.5
6871;Clare;Killeany - Lisdoonvarna;116360;200730;;IE_SH_G_0212_0300_0006;20/09/11;7.5;10.4;10;39;nd;-0.026;-0.007;0.75;-0.015;8.7;1;20;-0.2;4;9.5;0.6;2.36;57.4;128;3;14;33;-1;-1;1;11;-0.5;-0.1;-0.5;6;-0.5;0.3;-0.05;-0.5;-0.5;61;nd;-0.5
6872;Clare;Ballyvaughan;122000;206299;;IE_WE_G_0001_0300_0001;20/09/11;7.5;12.5;8;-15;nd;0.028;-0.007;5;-0.015;4.4;1;18;-0.2;4;7.6;1.3;2.38;83.8;178;151;11;-5;-1;-1;1;10;-0.5;-0.1;-0.5;4;-0.5;0.3;-0.05;-0.5;-0.5;87;nd;-0.5
6873;Clare;Turlough;129024;206192;;IE_WE_G_0001_0300_0004;20/09/11;7.2;11.4;10;68;nd;-0.026;-0.007;11.29;-0.015;4;2;17;-0.2;4;7.4;1.9;2.38;94.4;126;-1;-10;-5;-1;-1;6;45;-0.5;-0.1;-0.5;4;-0.5;0.3;-0.05;-0.5;-0.5;105;nd;-0.5
6874;Galway;New Village NV2Shallow;110020;244190;;IE_WE_G_0006_1200_0025;20/09/11;6.3;11.6;-0.1;-75;49;0.064;-0.007;-0.36;-0.015;18.9;5;20;-0.2;12;12.7;0.7;4.57;18.2;6390;1190;-10;14;-1;2;1;6;0.8;-0.1;-0.5;1610;0.5;0.6;-0.05;3;-0.5;128;nd;-0.5
6875;Galway;New Village NV2Transition;110020;244190;;IE_WE_G_0006_1200_0026;20/09/11;5.6;12.7;1;-121;15;0.312;-0.007;-0.36;-0.015;19.1;9;15;-0.2;6;9.7;1;2.06;2.9;6160;303;14;430;2;2;1;7;1.8;-0.1;-0.5;486;0.5;0.4;-0.05;1.5;-0.5;33;nd;-0.5
6876;Galway;New Village NV2Deep;110020;244190;;IE_WE_G_0006_1200_0027;20/09/11;7.4;10.7;0;-100;127;-0.026;-0.007;-0.36;-0.015;-1.5;16;33;-0.2;4;16.5;4.6;16.7;56.4;25;299;10;-5;-1;-1;2;8;-0.5;-0.1;-0.5;837;0.6;53.2;-0.05;-0.5;1;2460;nd;-0.5
6877;Galway;New Village NV3Shallow;110380;243950;;IE_WE_G_0006_1200_0028;20/09/11;6.6;10.7;-0.1;-189;82;0.195;-0.007;-0.36;-0.015;-1.5;10;22;-0.2;-2;13.4;0.9;4.51;39;13800;1860;-10;25;-1;-1;-1;1;6.3;-0.1;-0.5;3160;-0.5;10.4;-0.05;1.6;-0.5;883;nd;0.7
6878;Galway;New Village NV3Transition;110380;243950;;IE_WE_G_0006_1200_0029;20/09/11;6.3;12.3;0;-73;99;0.405;-0.007;-0.36;-0.015;-1.5;12;16;-0.2;9;11.7;2.2;5.75;48.3;11000;1440;-10;29;-1;3;6;16;3.2;-0.1;-0.5;2560;-0.5;34.2;-0.05;4.7;-0.5;594;nd;-0.5
6879;Galway;New Village NV3Deep;110380;243950;;IE_WE_G_0006_1200_0030;20/09/11;7.2;10.8;0;-76;214;-0.026;-0.007;-0.36;-0.015;-1.5;11;22;-0.2;4;19.5;2.5;44.7;63.4;23;2;12;-5;-1;-1;1;5;-0.5;-0.1;-0.5;515;-0.5;195;-0.05;0.5;1;1710;nd;-0.5
6880;Galway;New Village SW1;111047;243987;;IE_WE_G_0006_1200_0032;20/09/11;5.7;13.4;10;74;-7;-0.026;-0.007;-0.36;-0.015;-1.5;1;20;-0.2;3;10;0.3;1.47;1.9;378;61;-10;69;-1;-1;-1;9;-0.5;-0.1;-0.5;76;-0.5;0.3;-0.05;-0.5;-0.5;25;nd;-0.5
6881;Galway;Poldeelin Spring;145125;205661;;IE_WE_G_0091_1200_0019;20/09/11;7.4;13.2;8;142;51;-0.026;-0.007;1.73;-0.015;20.2;2;15;-0.2;4;8.2;1.4;2.64;30.2;346;22;11;61;-1;1;1;8;-0.5;-0.1;-0.5;33;-0.5;0.3;-0.05;-0.5;-0.5;53;nd;-0.5
6882;Kilkenny;Cuffesgrange GWS;247228;150133;;IE_SE_G_0026_1500_0007;21/09/11;7;11.6;6;152;238;-0.026;-0.007;14.26;0.03;7;11;27;-0.2;14;12.8;4.6;19.5;121;-10;-1;21;-5;-1;-1;5;16;-0.5;-0.1;-0.5;22;-0.5;1;-0.05;-0.5;-0.5;134;nd;-0.5
6883;Kilkenny;Bennettsbridge RWS (BH2);254752;144659;;IE_SE_G_0128_1500_0004;21/09/11;7.2;12.8;9;147;206;0.287;0.013;16.32;-0.015;8.2;8;25;-0.2;21;12.3;3;18.3;104;26;1;21;-5;-1;2;3;12;-0.5;-0.1;-0.5;20;-0.5;2;-0.05;-0.5;-0.5;134;nd;-0.5
6884;Kilkenny;Thomastown WS (BH 9 - GAA Grounds);259036;141467;;IE_SE_G_0128_1500_0019;21/09/11;6.9;11.8;3;163;189;-0.026;-0.007;28.48;0.03;5;10;36;-0.2;20;16.4;3.3;18.8;113;-10;2;30;-5;-1;-1;14;41;-0.5;-0.1;-0.5;127;2.1;2.3;-0.05;-0.5;-0.5;225;nd;-0.5
6885;Carlow;Glynn/St. Mullins (GWS);278244;141332;;IE_SE_G_0152_0100_0003;21/09/11;5.6;10.5;11;138;7;0.456;-0.007;1.2;-0.015;-1.5;7;10;-0.2;3;6.1;-0.3;1.81;7.6;38;3;-10;34;-1;3;1;23;0.7;-0.1;-0.5;4;-0.5;0.6;-0.05;-0.5;-0.5;14;nd;-0.5
6886;Kilkenny;Graiguenamanagh;270599;141300;;IE_SE_G_0152_1500_0010;21/09/11;5.7;12.1;11;175;-7;-0.026;-0.007;5.58;-0.015;-1.5;8;13;-0.2;5;8.5;0.6;1.41;3.5;-10;3;-10;17;-1;-1;1;11;1.6;-0.1;-0.5;5;-0.5;0.3;-0.05;-0.5;-0.5;13;nd;-0.5
6887;Kilkenny;Nuenna NU1Deep;235326;163831;;IE_SE_G_0156_1500_0020;21/09/11;7.2;10.6;4;161;244;-0.026;-0.007;23.38;-0.015;5.4;8;19;-0.2;11;10.9;4.7;11;124;-10;2;35;-5;-1;110;3;142;-0.5;-0.1;-0.5;28;-0.5;0.7;-0.05;-0.5;-0.5;139;nd;-0.5
6888;Kilkenny;Nuenna NU1Transition;235326;163831;;IE_SE_G_0156_1500_0021;21/09/11;7.1;11.1;3;163;236;-0.026;-0.007;15.37;-0.015;5.1;27;16;0.2;49;20.5;2.9;15.8;134;166;16;63;96;-1;1;1;10;-0.5;-0.1;0.8;73;-0.5;2.6;-0.05;1;-0.5;428;nd;-0.5
6889;Kilkenny;Nuenna NU2Subsoil;236251;163734;;IE_SE_G_0156_1500_0022;21/09/11;11.2;11.8;5;173;36;-0.026;0.246;26.24;-0.015;2;3;14;-0.2;8;9.7;4.4;0.69;29.4;-10;-1;10;-5;14;-1;1;3;-0.5;-0.1;1;27;-0.5;-0.1;-0.05;-0.5;0.9;184;nd;-0.5
6890;Kilkenny;Nuenna NU2Deep;236254;163729;;IE_SE_G_0156_1500_0023;21/09/11;7.3;11.1;5;177;224;-0.026;-0.007;17.94;-0.015;5.4;7;13;-0.2;8;7;1.4;14.8;123;10;-1;12;-5;-1;27;-1;22;-0.5;-0.1;-0.5;21;-0.5;2.4;-0.05;-0.5;-0.5;143;nd;-0.5
6891;Kilkenny;Nuenna NU2Shallow;236252;163732;;IE_SE_G_0156_1500_0024;21/09/11;11.3;11.1;-0.1;160;55;0.288;-0.007;-0.36;-0.015;3.1;24;16;-0.2;26;24.1;23.4;-0.25;19.1;10;-1;18;266;-1;-1;-1;5;2.2;-0.1;1.5;11;-0.5;-0.1;-0.05;-0.5;4.1;135;nd;-0.5
6892;Kilkenny;Nuenna SW1;236254;163729;;IE_SE_G_0156_1500_0025;21/09/11;7;10.5;9;202;201;-0.026;0.013;23.06;-0.015;5.7;7;15;-0.2;9;7.4;2.4;18.2;111;-10;1;17;-5;-1;-1;1;4;-0.5;-0.1;-0.5;28;0.6;1;-0.05;-0.5;-0.5;123;nd;-0.5
6893;Galway;Kinvara;137499;208799;;IE_WE_G_0002_1200_0014;21/09/11;7.4;12.7;6;127;109;-0.026;-0.007;4.87;-0.015;11.3;4;32;-0.2;9;18.6;2;11.2;62.2;116;2;17;15;-1;-1;3;19;-0.5;-0.1;-0.5;22;-0.5;1.4;-0.05;-0.5;-0.5;120;nd;-0.5
6894;Galway;Clarinbridge Kilcolgan RWSS;142600;219399;;IE_WE_G_0008_1200_0006;21/09/11;7.1;11.2;3;168;199;0.083;-0.007;6.82;0.021;11.4;6;15;-0.2;8;9.7;2.8;5.58;115;102;2;18;33;-1;1;2;111;-0.5;-0.1;-0.5;10;-0.5;1;-0.05;-0.5;-0.5;338;nd;-0.5
6895;Galway;Kilchreest;156500;214499;;IE_WE_G_0093_1200_0011;21/09/11;6.9;10.7;6;94;212;-0.026;-0.007;3.41;0.046;6;8;16;-0.2;6;10.7;1.1;6.42;126;57;1;12;-5;-1;-1;13;67;-0.5;-0.1;-0.5;162;2.2;4.3;-0.05;0.5;-0.5;188;nd;-0.5
6896;Waterford;Dungarvan PWS (Springmount);224637;92840;;24_008;22/09/11;6.9;12.3;4;239;173;-0.026;-0.007;26.88;0.019;4.1;7;22;-0.2;15;12.4;2.9;13.2;110;-10;1;20;-5;-1;-1;23;67;-0.5;-0.1;-0.5;11;1.5;0.5;-0.05;-0.5;-0.5;163;nd;-0.5
6897;Laois;Ballyroan PWS;247145;186743;;IE_SE_G_0009_1600_0003;22/09/11;7.1;10.8;6;142;214;-0.026;-0.007;19.13;0.023;9;9;14;-0.2;12;8.1;2.5;12;122;18;-1;29;-5;-1;-1;1;16;-0.5;-0.1;-0.5;179;-0.5;0.5;-0.05;-0.5;-0.5;199;nd;-0.5
6898;Waterford;Dungarvan PWS (Balinamuck);223631;94709;;IE_SE_G_0052_3800_0007;22/09/11;7.1;11.9;4;365;121;-0.026;-0.007;20.55;-0.015;2;7;21;-0.2;12;11.8;2.2;8.93;74.1;-10;-1;15;-5;-1;-1;24;49;-0.5;-0.1;-0.5;10;1.9;0.4;-0.05;-0.5;-0.5;119;nd;-0.5
6899;Laois;Swan WS;256389;182430;;IE_SE_G_0104_1600_0013;22/09/11;7.5;11.4;5;75;143;0.103;-0.007;-0.36;0.02;3.3;19;10;-0.2;26;22.1;3.9;25;50;188;146;31;-5;-1;1;6;101;-0.5;-0.1;-0.5;57;-0.5;0.1;-0.05;-0.5;-0.5;319;nd;-0.5
6900;Waterford;Ballyogarty WS;240068;104521;;IE_SE_G_0146_3800_0004;22/09/11;5.4;10.9;8;165;19;-0.026;-0.007;24.27;0.067;-1.5;11;22;-0.2;12;12.8;2.5;6.13;9.6;101;23;12;20;-1;-1;10;27;92.1;0.2;-0.5;23;0.8;-0.1;-0.05;-0.5;-0.5;37;nd;-0.5
6901;Waterford;Kilrossanty WS;230448;101027;;IE_SE_G_0146_3800_0009;22/09/11;5.4;11.2;6;155;18;-0.026;-0.007;14.26;0.017;-1.5;5;15;-0.2;9;9.7;0.7;4.28;10.9;-10;3;19;-5;-1;1;4;20;-0.5;0.1;-0.5;5;0.6;0.2;-0.05;-0.5;-0.5;25;nd;-0.5
6902;Laois;Kyle PWS;255500;192248;;IE_SE_G_0153_1600_0008;22/09/11;7.1;11.5;6;93;188;-0.026;-0.007;15.68;-0.015;3.8;10;15;-0.2;11;8;1.4;10.4;107;-10;-1;16;-5;-1;-1;1;11;-0.5;-0.1;-0.5;33;-0.5;1.3;-0.05;-0.5;-0.5;189;nd;-0.5
6903;Waterford;Ballyrohan/Ballymacarbry PWS;219604;110952;;IE_SE_G_0154_3800_0005;22/09/11;6.5;11.2;7;176;59;-0.026;-0.007;10.76;0.018;1.8;6;16;-0.2;6;10.3;1.2;7.08;32.4;-10;1;-10;-5;-1;-1;5;9;-0.5;-0.1;-0.5;4;-0.5;0.6;-0.05;0.6;-0.5;48;nd;-0.5
6904;Laois;Durrow PWS (Fermoyle WS);242812;179107;;IE_SE_G_0156_1600_0005;22/09/11;7.1;11;8;157;198;-0.026;-0.007;26.35;-0.015;5.7;8;18;-0.2;21;9.3;2.2;20.1;129;34;-1;66;-5;-1;3;14;39;-0.5;-0.1;-0.5;86;0.9;0.6;-0.05;-0.5;-0.5;173;nd;-0.5
6905;Laois;Durrow PWS (Presentation Convent Well);240246;177522;;IE_SE_G_0156_1600_0006;22/09/11;7.2;11.2;7;141;181;-0.026;-0.007;25.02;-0.015;3.3;9;21;-0.2;15;10.1;1.9;18.2;105;15;-1;21;-5;-1;-1;8;28;-0.5;-0.1;-0.5;38;0.7;1;-0.05;-0.5;-0.5;195;nd;-0.5
6906;Tipperary North;Glenbeha PWS;212268;185299;;IE_SE_G_0114_3700_0003;26/09/11;7.1;12;7;104;197;-0.026;-0.007;9.65;-0.015;4.4;7;11;-0.2;9;7;2.8;4.66;111;-10;-1;13;-5;-1;-1;6;10;-0.5;-0.1;-0.5;447;-0.5;0.4;-0.05;-0.5;-0.5;150;nd;-0.5
6907;Tipperary North;Bouladuff/Borrisoleigh PWS (BH1);205104;165412;;IE_SE_G_0131_3700_0002;26/09/11;6.8;13.4;1;84;236;-0.026;0.01;3.22;-0.015;4.2;6;16;-0.2;10;9.6;3;18.1;102;410;72;17;-5;-1;11;6;62;-0.5;-0.1;-0.5;39;-0.5;0.3;-0.05;0.7;0.6;141;nd;-0.5
6908;Tipperary North;Templemore WS;210519;174688;;IE_SE_G_0131_3700_0007;26/09/11;6.7;10.9;1;97;246;-0.026;-0.007;3.99;-0.015;6.5;12;13;0.2;78;8.6;1.7;18.6;153;-10;3;29;-5;-1;-1;8;26;-0.5;-0.1;-0.5;109;-0.5;0.9;-0.05;-0.5;-0.5;691;nd;-0.5
6909;Offaly;Shinrone;205456;192981;;IE_SH_G_0205_2500_0013;26/09/11;6.8;11.3;5;127;206;-0.026;-0.007;20.59;-0.015;7.7;7;22;-0.2;19;10.3;2.1;20.5;127;-10;-1;22;-5;-1;-1;7;23;-0.5;-0.1;-0.5;173;-0.5;0.7;-0.05;-0.5;-0.5;233;nd;-0.5
6910;Offaly;Dunkerrin  Guilfoyles Well;201592;181176;;IE_SH_G_0251_2500_0005;26/09/11;6.8;16.7;2;-113;212;-0.026;-0.007;47.65;-0.015;8.8;6;27;-0.2;24;13.1;2.4;8.95;153;-10;3;22;-5;-1;1;180;157;-0.5;-0.1;-0.5;69;5.6;1.1;-0.05;-0.5;-0.5;240;nd;-0.5
6911;Offaly;Moneygall (Busherstown Well);204132;182610;;IE_SH_G_0251_2500_0009;26/09/11;6.9;11.3;6;127;228;-0.026;-0.007;18.11;-0.015;6;7;22;-0.2;12;11.8;2.1;11.9;127;25;-1;16;-5;-1;-1;4;9;-0.5;-0.1;-0.5;40;-0.5;0.4;-0.05;-0.5;-0.5;177;nd;-0.5
6912;Mayo;Glencastle GC2Shallow;76230;327570;;IE_WE_G_0057_2200_0024;26/09/11;6.9;12.3;1;-14;140;-0.026;-0.007;0.49;-0.015;5.3;18;53;-0.2;18;26.4;4.5;9.78;72.8;-10;83;-10;-5;-1;-1;1;5;-0.5;-0.1;-0.5;91;-0.5;0.9;-0.05;-0.5;0.6;166;nd;-0.5
